Scalar TEMP under Static for NODALGROUP 2: NODENUMBER X0  Y0  Z0  RESULT-1 RESULT-2 ... RESULT-N
1900
   0.0000E+00
 1001 -6.0000E+01  0.0000E+00  0.0000E+00  3.0013E+01
 1002 -5.9963E+01  1.9834E+00  0.0000E+00  3.0013E+01
 1003 -6.0000E+01  0.0000E+00  8.8889E-01  3.0013E+01
 1004 -5.9956E+01  1.9832E+00  8.8889E-01  3.0014E+01
 1005 -6.0000E+01  0.0000E+00  1.7778E+00  3.0013E+01
 1006 -5.9956E+01  1.9832E+00  1.7778E+00  3.0014E+01
 1007 -6.0000E+01  0.0000E+00  2.6667E+00  3.0013E+01
 1008 -5.9956E+01  1.9832E+00  2.6667E+00  3.0014E+01
 1009 -6.0000E+01  0.0000E+00  3.5556E+00  3.0013E+01
 1010 -5.9956E+01  1.9832E+00  3.5556E+00  3.0014E+01
 1011 -6.0000E+01  0.0000E+00  4.4444E+00  3.0013E+01
 1012 -5.9956E+01  1.9832E+00  4.4444E+00  3.0014E+01
 1013 -6.0000E+01  0.0000E+00  5.3333E+00  3.0013E+01
 1014 -5.9956E+01  1.9832E+00  5.3333E+00  3.0014E+01
 1015 -6.0000E+01  0.0000E+00  6.2222E+00  3.0013E+01
 1016 -5.9956E+01  1.9832E+00  6.2222E+00  3.0014E+01
 1017 -6.0000E+01  0.0000E+00  7.1111E+00  3.0013E+01
 1018 -5.9956E+01  1.9832E+00  7.1111E+00  3.0014E+01
 1019 -6.0000E+01  0.0000E+00  8.0000E+00  3.0013E+01
 1020 -5.9963E+01  1.9834E+00  8.0000E+00  3.0013E+01
 1521 -5.9860E+01  3.9645E+00  0.0000E+00  3.0013E+01
 1522 -5.9853E+01  3.9641E+00  8.8889E-01  3.0014E+01
 1523 -5.9853E+01  3.9641E+00  1.7778E+00  3.0014E+01
 1524 -5.9853E+01  3.9641E+00  2.6667E+00  3.0014E+01
 1525 -5.9853E+01  3.9641E+00  3.5556E+00  3.0014E+01
 1526 -5.9853E+01  3.9641E+00  4.4444E+00  3.0014E+01
 1527 -5.9853E+01  3.9641E+00  5.3333E+00  3.0014E+01
 1528 -5.9853E+01  3.9641E+00  6.2222E+00  3.0014E+01
 1529 -5.9853E+01  3.9641E+00  7.1111E+00  3.0014E+01
 1530 -5.9860E+01  3.9645E+00  8.0000E+00  3.0013E+01
 2031 -5.9698E+01  5.9416E+00  0.0000E+00  3.0013E+01
 2032 -5.9695E+01  5.9414E+00  8.8889E-01  3.0013E+01
 2033 -5.9695E+01  5.9414E+00  1.7778E+00  3.0013E+01
 2034 -5.9695E+01  5.9414E+00  2.6667E+00  3.0013E+01
 2035 -5.9695E+01  5.9414E+00  3.5556E+00  3.0013E+01
 2036 -5.9695E+01  5.9414E+00  4.4444E+00  3.0013E+01
 2037 -5.9695E+01  5.9414E+00  5.3333E+00  3.0013E+01
 2038 -5.9695E+01  5.9414E+00  6.2222E+00  3.0013E+01
 2039 -5.9695E+01  5.9414E+00  7.1111E+00  3.0013E+01
 2040 -5.9698E+01  5.9416E+00  8.0000E+00  3.0013E+01
 2541 -5.9473E+01  7.9126E+00  0.0000E+00  3.0013E+01
 2542 -5.9471E+01  7.9124E+00  8.8889E-01  3.0013E+01
 2543 -5.9471E+01  7.9124E+00  1.7778E+00  3.0013E+01
 2544 -5.9471E+01  7.9124E+00  2.6667E+00  3.0013E+01
 2545 -5.9471E+01  7.9124E+00  3.5556E+00  3.0013E+01
 2546 -5.9471E+01  7.9124E+00  4.4444E+00  3.0013E+01
 2547 -5.9471E+01  7.9124E+00  5.3333E+00  3.0013E+01
 2548 -5.9471E+01  7.9124E+00  6.2222E+00  3.0013E+01
 2549 -5.9471E+01  7.9124E+00  7.1111E+00  3.0013E+01
 2550 -5.9473E+01  7.9126E+00  8.0000E+00  3.0013E+01
 3051 -5.9177E+01  9.8742E+00  0.0000E+00  3.0013E+01
 3052 -5.9167E+01  9.8725E+00  8.8889E-01  3.0014E+01
 3053 -5.9167E+01  9.8725E+00  1.7778E+00  3.0014E+01
 3054 -5.9167E+01  9.8725E+00  2.6667E+00  3.0014E+01
 3055 -5.9167E+01  9.8725E+00  3.5556E+00  3.0014E+01
 3056 -5.9167E+01  9.8725E+00  4.4444E+00  3.0014E+01
 3057 -5.9167E+01  9.8725E+00  5.3333E+00  3.0014E+01
 3058 -5.9167E+01  9.8725E+00  6.2222E+00  3.0014E+01
 3059 -5.9167E+01  9.8725E+00  7.1111E+00  3.0014E+01
 3060 -5.9177E+01  9.8742E+00  8.0000E+00  3.0013E+01
 3561 -5.8809E+01  1.1824E+01  0.0000E+00  3.0014E+01
 3562 -5.8809E+01  1.1824E+01  8.8889E-01  3.0014E+01
 3563 -5.8809E+01  1.1824E+01  1.7778E+00  3.0014E+01
 3564 -5.8809E+01  1.1824E+01  2.6667E+00  3.0014E+01
 3565 -5.8809E+01  1.1824E+01  3.5556E+00  3.0014E+01
 3566 -5.8809E+01  1.1824E+01  4.4444E+00  3.0014E+01
 3567 -5.8809E+01  1.1824E+01  5.3333E+00  3.0014E+01
 3568 -5.8809E+01  1.1824E+01  6.2222E+00  3.0014E+01
 3569 -5.8809E+01  1.1824E+01  7.1111E+00  3.0014E+01
 3570 -5.8809E+01  1.1824E+01  8.0000E+00  3.0014E+01
 4071 -5.8399E+01  1.3765E+01  0.0000E+00  3.0013E+01
 4072 -5.8399E+01  1.3765E+01  8.8889E-01  3.0013E+01
 4073 -5.8399E+01  1.3765E+01  1.7778E+00  3.0013E+01
 4074 -5.8399E+01  1.3765E+01  2.6667E+00  3.0013E+01
 4075 -5.8399E+01  1.3765E+01  3.5556E+00  3.0013E+01
 4076 -5.8399E+01  1.3765E+01  4.4444E+00  3.0013E+01
 4077 -5.8399E+01  1.3765E+01  5.3333E+00  3.0013E+01
 4078 -5.8399E+01  1.3765E+01  6.2222E+00  3.0013E+01
 4079 -5.8399E+01  1.3765E+01  7.1111E+00  3.0013E+01
 4080 -5.8399E+01  1.3765E+01  8.0000E+00  3.0013E+01
 4581 -5.7898E+01  1.5684E+01  0.0000E+00  3.0014E+01
 4582 -5.7898E+01  1.5684E+01  8.8889E-01  3.0014E+01
 4583 -5.7898E+01  1.5684E+01  1.7778E+00  3.0014E+01
 4584 -5.7898E+01  1.5684E+01  2.6667E+00  3.0014E+01
 4585 -5.7898E+01  1.5684E+01  3.5556E+00  3.0014E+01
 4586 -5.7898E+01  1.5684E+01  4.4444E+00  3.0014E+01
 4587 -5.7898E+01  1.5684E+01  5.3333E+00  3.0014E+01
 4588 -5.7898E+01  1.5684E+01  6.2222E+00  3.0014E+01
 4589 -5.7898E+01  1.5684E+01  7.1111E+00  3.0014E+01
 4590 -5.7898E+01  1.5684E+01  8.0000E+00  3.0014E+01
 5091 -5.7346E+01  1.7589E+01  0.0000E+00  3.0014E+01
 5092 -5.7346E+01  1.7589E+01  8.8889E-01  3.0014E+01
 5093 -5.7346E+01  1.7589E+01  1.7778E+00  3.0014E+01
 5094 -5.7346E+01  1.7589E+01  2.6667E+00  3.0014E+01
 5095 -5.7346E+01  1.7589E+01  3.5556E+00  3.0014E+01
 5096 -5.7346E+01  1.7589E+01  4.4444E+00  3.0014E+01
 5097 -5.7346E+01  1.7589E+01  5.3333E+00  3.0014E+01
 5098 -5.7346E+01  1.7589E+01  6.2222E+00  3.0014E+01
 5099 -5.7346E+01  1.7589E+01  7.1111E+00  3.0014E+01
 5100 -5.7346E+01  1.7589E+01  8.0000E+00  3.0014E+01
 5601 -5.6745E+01  1.9480E+01  0.0000E+00  3.0013E+01
 5602 -5.6745E+01  1.9480E+01  8.8889E-01  3.0013E+01
 5603 -5.6745E+01  1.9480E+01  1.7778E+00  3.0013E+01
 5604 -5.6745E+01  1.9480E+01  2.6667E+00  3.0013E+01
 5605 -5.6745E+01  1.9480E+01  3.5556E+00  3.0013E+01
 5606 -5.6745E+01  1.9480E+01  4.4444E+00  3.0013E+01
 5607 -5.6745E+01  1.9480E+01  5.3333E+00  3.0013E+01
 5608 -5.6745E+01  1.9480E+01  6.2222E+00  3.0013E+01
 5609 -5.6745E+01  1.9480E+01  7.1111E+00  3.0013E+01
 5610 -5.6745E+01  1.9480E+01  8.0000E+00  3.0013E+01
 6111 -5.6061E+01  2.1342E+01  0.0000E+00  3.0014E+01
 6112 -5.6061E+01  2.1342E+01  8.8889E-01  3.0014E+01
 6113 -5.6061E+01  2.1342E+01  1.7778E+00  3.0014E+01
 6114 -5.6061E+01  2.1342E+01  2.6667E+00  3.0014E+01
 6115 -5.6061E+01  2.1342E+01  3.5556E+00  3.0014E+01
 6116 -5.6061E+01  2.1342E+01  4.4444E+00  3.0014E+01
 6117 -5.6061E+01  2.1342E+01  5.3333E+00  3.0014E+01
 6118 -5.6061E+01  2.1342E+01  6.2222E+00  3.0014E+01
 6119 -5.6061E+01  2.1342E+01  7.1111E+00  3.0014E+01
 6120 -5.6061E+01  2.1342E+01  8.0000E+00  3.0014E+01
 6621 -5.5335E+01  2.3188E+01  0.0000E+00  3.0013E+01
 6622 -5.5321E+01  2.3183E+01  8.8889E-01  3.0014E+01
 6623 -5.5321E+01  2.3183E+01  1.7778E+00  3.0014E+01
 6624 -5.5321E+01  2.3183E+01  2.6667E+00  3.0014E+01
 6625 -5.5321E+01  2.3183E+01  3.5556E+00  3.0014E+01
 6626 -5.5321E+01  2.3183E+01  4.4444E+00  3.0014E+01
 6627 -5.5321E+01  2.3183E+01  5.3333E+00  3.0014E+01
 6628 -5.5321E+01  2.3183E+01  6.2222E+00  3.0014E+01
 6629 -5.5321E+01  2.3183E+01  7.1111E+00  3.0014E+01
 6630 -5.5335E+01  2.3188E+01  8.0000E+00  3.0013E+01
 7131 -5.4537E+01  2.5004E+01  0.0000E+00  3.0013E+01
 7132 -5.4537E+01  2.5004E+01  8.8889E-01  3.0013E+01
 7133 -5.4537E+01  2.5004E+01  1.7778E+00  3.0013E+01
 7134 -5.4537E+01  2.5004E+01  2.6667E+00  3.0013E+01
 7135 -5.4537E+01  2.5004E+01  3.5556E+00  3.0013E+01
 7136 -5.4537E+01  2.5004E+01  4.4444E+00  3.0013E+01
 7137 -5.4537E+01  2.5004E+01  5.3333E+00  3.0013E+01
