Scalar DZ under FrequencyResponse for NODALGROUP 1: NODENUMBER X0  Y0  Z0  RESULT-1 RESULT-2 ... RESULT-N
240
   5.0000E+02
           3 -8.8870E-03 -1.4080E-03  0.0000E+00 -4.0358E-03
          25 -7.8990E-03 -1.2510E-03  0.0000E+00 -4.0485E-03
          37 -6.9120E-03 -1.0950E-03  0.0000E+00 -4.0609E-03
          49 -5.9250E-03 -9.3800E-04  0.0000E+00 -4.0730E-03
          73 -8.5570E-03 -2.7810E-03  0.0000E+00 -4.0358E-03
          84 -7.6070E-03 -2.4720E-03  0.0000E+00 -4.0485E-03
          90 -6.6560E-03 -2.1630E-03  0.0000E+00 -4.0609E-03
          96 -5.7050E-03 -1.8540E-03  0.0000E+00 -4.0730E-03
         109 -8.0180E-03 -4.0860E-03  0.0000E+00 -4.0358E-03
         120 -7.1270E-03 -3.6320E-03  0.0000E+00 -4.0485E-03
         126 -6.2360E-03 -3.1780E-03  0.0000E+00 -4.0609E-03
         132 -5.3450E-03 -2.7240E-03  0.0000E+00 -4.0730E-03
         145 -7.2810E-03 -5.2900E-03  0.0000E+00 -4.0358E-03
         156 -6.4720E-03 -4.7020E-03  0.0000E+00 -4.0485E-03
         162 -5.6630E-03 -4.1140E-03  0.0000E+00 -4.0609E-03
         168 -4.8540E-03 -3.5270E-03  0.0000E+00 -4.0729E-03
         181 -6.3640E-03 -6.3640E-03  0.0000E+00 -4.0358E-03
         192 -5.6570E-03 -5.6570E-03  0.0000E+00 -4.0485E-03
         198 -4.9500E-03 -4.9500E-03  0.0000E+00 -4.0609E-03
         204 -4.2430E-03 -4.2430E-03  0.0000E+00 -4.0729E-03
         217 -5.2900E-03 -7.2810E-03  0.0000E+00 -4.0358E-03
         228 -4.7020E-03 -6.4720E-03  0.0000E+00 -4.0485E-03
         234 -4.1140E-03 -5.6630E-03  0.0000E+00 -4.0609E-03
         240 -3.5270E-03 -4.8540E-03  0.0000E+00 -4.0729E-03
         253 -4.0860E-03 -8.0180E-03  0.0000E+00 -4.0358E-03
         264 -3.6320E-03 -7.1270E-03  0.0000E+00 -4.0485E-03
         270 -3.1780E-03 -6.2360E-03  0.0000E+00 -4.0609E-03
         276 -2.7240E-03 -5.3450E-03  0.0000E+00 -4.0730E-03
         289 -2.7810E-03 -8.5570E-03  0.0000E+00 -4.0358E-03
         300 -2.4720E-03 -7.6070E-03  0.0000E+00 -4.0485E-03
         306 -2.1630E-03 -6.6560E-03  0.0000E+00 -4.0609E-03
         312 -1.8540E-03 -5.7050E-03  0.0000E+00 -4.0729E-03
         325 -1.4080E-03 -8.8870E-03  0.0000E+00 -4.0357E-03
         336 -1.2510E-03 -7.8990E-03  0.0000E+00 -4.0485E-03
         342 -1.0950E-03 -6.9120E-03  0.0000E+00 -4.0609E-03
         348 -9.3800E-04 -5.9250E-03  0.0000E+00 -4.0730E-03
         361  1.7400E-12 -9.0000E-03  0.0000E+00 -4.0357E-03
         372  1.5460E-12 -8.0000E-03  0.0000E+00 -4.0485E-03
         378  1.3530E-12 -7.0000E-03  0.0000E+00 -4.0609E-03
         384  1.1600E-12 -6.0000E-03  0.0000E+00 -4.0729E-03
         397  1.4075E-03 -8.8870E-03  0.0000E+00 -4.0357E-03
         408  1.2511E-03 -7.8990E-03  0.0000E+00 -4.0485E-03
         414  1.0947E-03 -6.9120E-03  0.0000E+00 -4.0609E-03
         420  9.3830E-04 -5.9250E-03  0.0000E+00 -4.0730E-03
         433  2.7806E-03 -8.5570E-03  0.0000E+00 -4.0358E-03
         444  2.4717E-03 -7.6070E-03  0.0000E+00 -4.0485E-03
         450  2.1627E-03 -6.6560E-03  0.0000E+00 -4.0609E-03
         456  1.8538E-03 -5.7050E-03  0.0000E+00 -4.0730E-03
         469  4.0856E-03 -8.0180E-03  0.0000E+00 -4.0358E-03
         480  3.6316E-03 -7.1270E-03  0.0000E+00 -4.0485E-03
         486  3.1777E-03 -6.2360E-03  0.0000E+00 -4.0609E-03
         492  2.7237E-03 -5.3450E-03  0.0000E+00 -4.0730E-03
         505  5.2899E-03 -7.2810E-03  0.0000E+00 -4.0358E-03
         516  4.7021E-03 -6.4720E-03  0.0000E+00 -4.0485E-03
         522  4.1144E-03 -5.6630E-03  0.0000E+00 -4.0609E-03
         528  3.5266E-03 -4.8540E-03  0.0000E+00 -4.0729E-03
         541  6.3639E-03 -6.3640E-03  0.0000E+00 -4.0358E-03
         552  5.6568E-03 -5.6570E-03  0.0000E+00 -4.0485E-03
         558  4.9497E-03 -4.9500E-03  0.0000E+00 -4.0609E-03
         564  4.2426E-03 -4.2430E-03  0.0000E+00 -4.0729E-03
         577  7.2807E-03 -5.2900E-03  0.0000E+00 -4.0358E-03
         588  6.4717E-03 -4.7020E-03  0.0000E+00 -4.0485E-03
         594  5.6627E-03 -4.1140E-03  0.0000E+00 -4.0609E-03
         600  4.8538E-03 -3.5270E-03  0.0000E+00 -4.0729E-03
         613  8.0179E-03 -4.0860E-03  0.0000E+00 -4.0358E-03
         624  7.1270E-03 -3.6320E-03  0.0000E+00 -4.0485E-03
         630  6.2361E-03 -3.1780E-03  0.0000E+00 -4.0609E-03
         636  5.3453E-03 -2.7240E-03  0.0000E+00 -4.0730E-03
         649  8.5574E-03 -2.7810E-03  0.0000E+00 -4.0358E-03
         660  7.6066E-03 -2.4720E-03  0.0000E+00 -4.0485E-03
         666  6.6558E-03 -2.1630E-03  0.0000E+00 -4.0609E-03
         672  5.7050E-03 -1.8540E-03  0.0000E+00 -4.0730E-03
         685  8.8868E-03 -1.4080E-03  0.0000E+00 -4.0358E-03
         696  7.8994E-03 -1.2510E-03  0.0000E+00 -4.0485E-03
         702  6.9119E-03 -1.0950E-03  0.0000E+00 -4.0609E-03
         708  5.9245E-03 -9.3800E-04  0.0000E+00 -4.0730E-03
         759 -5.9250E-03  9.3830E-04  0.0000E+00 -4.0730E-03
         781 -6.9120E-03  1.0947E-03  0.0000E+00 -4.0610E-03
         793 -7.8990E-03  1.2511E-03  0.0000E+00 -4.0485E-03
         805 -8.8870E-03  1.4075E-03  0.0000E+00 -4.0358E-03
         829 -5.7050E-03  1.8538E-03  0.0000E+00 -4.0730E-03
         840 -6.6560E-03  2.1627E-03  0.0000E+00 -4.0609E-03
         846 -7.6070E-03  2.4717E-03  0.0000E+00 -4.0485E-03
         852 -8.5570E-03  2.7806E-03  0.0000E+00 -4.0358E-03
         865 -5.3450E-03  2.7237E-03  0.0000E+00 -4.0730E-03
         876 -6.2360E-03  3.1777E-03  0.0000E+00 -4.0609E-03
         882 -7.1270E-03  3.6316E-03  0.0000E+00 -4.0485E-03
         888 -8.0180E-03  4.0856E-03  0.0000E+00 -4.0358E-03
         901 -4.8540E-03  3.5266E-03  0.0000E+00 -4.0730E-03
         912 -5.6630E-03  4.1144E-03  0.0000E+00 -4.0609E-03
         918 -6.4720E-03  4.7021E-03  0.0000E+00 -4.0485E-03
         924 -7.2810E-03  5.2899E-03  0.0000E+00 -4.0358E-03
         937 -4.2430E-03  4.2426E-03  0.0000E+00 -4.0729E-03
         948 -4.9500E-03  4.9497E-03  0.0000E+00 -4.0609E-03
         954 -5.6570E-03  5.6568E-03  0.0000E+00 -4.0485E-03
         960 -6.3640E-03  6.3639E-03  0.0000E+00 -4.0358E-03
         973 -3.5270E-03  4.8538E-03  0.0000E+00 -4.0729E-03
         984 -4.1140E-03  5.6627E-03  0.0000E+00 -4.0609E-03
         990 -4.7020E-03  6.4717E-03  0.0000E+00 -4.0485E-03
         996 -5.2900E-03  7.2807E-03  0.0000E+00 -4.0358E-03
        1009 -2.7240E-03  5.3453E-03  0.0000E+00 -4.0730E-03
        1020 -3.1780E-03  6.2361E-03  0.0000E+00 -4.0609E-03
        1026 -3.6320E-03  7.1270E-03  0.0000E+00 -4.0485E-03
        1032 -4.0860E-03  8.0179E-03  0.0000E+00 -4.0358E-03
        1045 -1.8540E-03  5.7050E-03  0.0000E+00 -4.0730E-03
        1056 -2.1630E-03  6.6558E-03  0.0000E+00 -4.0609E-03
        1062 -2.4720E-03  7.6066E-03  0.0000E+00 -4.0485E-03
        1068 -2.7810E-03  8.5574E-03  0.0000E+00 -4.0358E-03
        1081 -9.3800E-04  5.9245E-03  0.0000E+00 -4.0730E-03
        1092 -1.0950E-03  6.9119E-03  0.0000E+00 -4.0609E-03
        1098 -1.2510E-03  7.8994E-03  0.0000E+00 -4.0485E-03
        1104 -1.4080E-03  8.8868E-03  0.0000E+00 -4.0357E-03
        1117  1.6020E-12  6.0000E-03  0.0000E+00 -4.0729E-03
        1128  1.8690E-12  7.0000E-03  0.0000E+00 -4.0609E-03
        1134  2.1360E-12  8.0000E-03  0.0000E+00 -4.0485E-03
        1140  2.4030E-12  9.0000E-03  0.0000E+00 -4.0357E-03
        1153  9.3830E-04  5.9245E-03  0.0000E+00 -4.0730E-03
        1164  1.0947E-03  6.9119E-03  0.0000E+00 -4.0609E-03
        1170  1.2511E-03  7.8994E-03  0.0000E+00 -4.0485E-03
        1176  1.4075E-03  8.8868E-03  0.0000E+00 -4.0357E-03
        1189  1.8538E-03  5.7050E-03  0.0000E+00 -4.0730E-03
        1200  2.1627E-03  6.6558E-03  0.0000E+00 -4.0609E-03
        1206  2.4717E-03  7.6066E-03  0.0000E+00 -4.0485E-03
        1212  2.7806E-03  8.5574E-03  0.0000E+00 -4.0358E-03
        1225  2.7237E-03  5.3453E-03  0.0000E+00 -4.0730E-03
        1236  3.1777E-03  6.2361E-03  0.0000E+00 -4.0609E-03
        1242  3.6316E-03  7.1270E-03  0.0000E+00 -4.0485E-03
        1248  4.0856E-03  8.0179E-03  0.0000E+00 -4.0358E-03
        1261  3.5266E-03  4.8538E-03  0.0000E+00 -4.0729E-03
        1272  4.1144E-03  5.6628E-03  0.0000E+00 -4.0609E-03
        1278  4.7021E-03  6.4717E-03  0.0000E+00 -4.0485E-03
        1284  5.2899E-03  7.2807E-03  0.0000E+00 -4.0358E-03
        1297  4.2426E-03  4.2427E-03  0.0000E+00 -4.0729E-03
        1308  4.9497E-03  4.9498E-03  0.0000E+00 -4.0609E-03
        1314  5.6568E-03  5.6569E-03  0.0000E+00 -4.0485E-03
        1320  6.3639E-03  6.3640E-03  0.0000E+00 -4.0358E-03
        1333  4.8538E-03  3.5266E-03  0.0000E+00 -4.0729E-03
        1344  5.6627E-03  4.1144E-03  0.0000E+00 -4.0609E-03
        1350  6.4717E-03  4.7022E-03  0.0000E+00 -4.0485E-03
        1356  7.2807E-03  5.2900E-03  0.0000E+00 -4.0358E-03
        1369  5.3453E-03  2.7237E-03  0.0000E+00 -4.0730E-03
        1380  6.2361E-03  3.1777E-03  0.0000E+00 -4.0609E-03
        1386  7.1270E-03  3.6316E-03  0.0000E+00 -4.0485E-03
        1392  8.0179E-03  4.0856E-03  0.0000E+00 -4.0358E-03
        1405  5.7050E-03  1.8538E-03  0.0000E+00 -4.0730E-03
        1416  6.6558E-03  2.1627E-03  0.0000E+00 -4.0609E-03
        1422  7.6066E-03  2.4717E-03  0.0000E+00 -4.0485E-03
        1428  8.5574E-03  2.7806E-03  0.0000E+00 -4.0358E-03
        1441  5.9245E-03  9.3830E-04  0.0000E+00 -4.0730E-03
        1452  6.9119E-03  1.0947E-03  0.0000E+00 -4.0609E-03
        1458  7.8994E-03  1.2511E-03  0.0000E+00 -4.0485E-03
        1464  8.8868E-03  1.4075E-03  0.0000E+00 -4.0358E-03
       27963  9.0000E-03  0.0000E+00  0.0000E+00 -4.0357E-03
       27964  9.8742E-03  1.5639E-03  0.0000E+00 -4.0228E-03
       27965  1.0000E-02  0.0000E+00  0.0000E+00 -4.0227E-03
       27967  8.0000E-03  0.0000E+00  0.0000E+00 -4.0485E-03
       27969  7.0000E-03  0.0000E+00  0.0000E+00 -4.0609E-03
       27971  6.0000E-03  0.0000E+00  0.0000E+00 -4.0730E-03
       27978  4.9371E-03  7.8200E-04  0.0000E+00 -4.0856E-03
       27979  5.0000E-03  0.0000E+00  0.0000E+00 -4.0856E-03
       27981  9.5083E-03  3.0896E-03  0.0000E+00 -4.0229E-03
       27983  4.7541E-03  1.5448E-03  0.0000E+00 -4.0856E-03
       27985  8.9088E-03  4.5395E-03  0.0000E+00 -4.0229E-03
       27987  4.4544E-03  2.2698E-03  0.0000E+00 -4.0855E-03
       27989  8.0896E-03  5.8777E-03  0.0000E+00 -4.0230E-03
       27991  4.0448E-03  2.9389E-03  0.0000E+00 -4.0855E-03
       27993  7.0710E-03  7.0711E-03  0.0000E+00 -4.0230E-03
       27995  3.5355E-03  3.5355E-03  0.0000E+00 -4.0855E-03
       27997  5.8777E-03  8.0897E-03  0.0000E+00 -4.0229E-03
       27999  2.9388E-03  4.0448E-03  0.0000E+00 -4.0855E-03
       28001  4.5395E-03  8.9088E-03  0.0000E+00 -4.0228E-03
       28003  2.2698E-03  4.4544E-03  0.0000E+00 -4.0856E-03
       28005  3.0896E-03  9.5083E-03  0.0000E+00 -4.0228E-03
       28007  1.5448E-03  4.7541E-03  0.0000E+00 -4.0856E-03
       28009  1.5639E-03  9.8742E-03  0.0000E+00 -4.0228E-03
       28011  7.8200E-04  4.9371E-03  0.0000E+00 -4.0856E-03
       28013  2.6700E-12  1.0000E-02  0.0000E+00 -4.0227E-03
       28015  1.3350E-12  5.0000E-03  0.0000E+00 -4.0856E-03
       28017 -1.5640E-03  9.8742E-03  0.0000E+00 -4.0228E-03
       28019 -7.8200E-04  4.9371E-03  0.0000E+00 -4.0856E-03
       28021 -3.0900E-03  9.5083E-03  0.0000E+00 -4.0228E-03
       28023 -1.5450E-03  4.7541E-03  0.0000E+00 -4.0856E-03
       28025 -4.5400E-03  8.9088E-03  0.0000E+00 -4.0228E-03
       28027 -2.2700E-03  4.4544E-03  0.0000E+00 -4.0856E-03
       28029 -5.8780E-03  8.0896E-03  0.0000E+00 -4.0229E-03
       28031 -2.9390E-03  4.0448E-03  0.0000E+00 -4.0855E-03
       28033 -7.0710E-03  7.0710E-03  0.0000E+00 -4.0230E-03
       28035 -3.5360E-03  3.5355E-03  0.0000E+00 -4.0855E-03
       28037 -8.0900E-03  5.8777E-03  0.0000E+00 -4.0230E-03
       28039 -4.0450E-03  2.9388E-03  0.0000E+00 -4.0855E-03
       28041 -8.9090E-03  4.5395E-03  0.0000E+00 -4.0229E-03
       28043 -4.4540E-03  2.2698E-03  0.0000E+00 -4.0856E-03
       28045 -9.5080E-03  3.0896E-03  0.0000E+00 -4.0229E-03
       28047 -4.7540E-03  1.5448E-03  0.0000E+00 -4.0856E-03
       28049 -9.8740E-03  1.5639E-03  0.0000E+00 -4.0228E-03
       28051 -4.9370E-03  7.8200E-04  0.0000E+00 -4.0856E-03
       28058 -9.0000E-03  0.0000E+00  0.0000E+00 -4.0357E-03
       28059 -1.0000E-02  0.0000E+00  0.0000E+00 -4.0227E-03
       28061 -8.0000E-03  0.0000E+00  0.0000E+00 -4.0485E-03
       28063 -7.0000E-03  0.0000E+00  0.0000E+00 -4.0609E-03
       28065 -6.0000E-03  0.0000E+00  0.0000E+00 -4.0730E-03
       28071 -5.0000E-03  0.0000E+00  0.0000E+00 -4.0856E-03
       28080  4.9371E-03 -7.8200E-04  0.0000E+00 -4.0856E-03
       28094  9.8742E-03 -1.5640E-03  0.0000E+00 -4.0228E-03
       28097  4.7541E-03 -1.5450E-03  0.0000E+00 -4.0856E-03
       28099  9.5083E-03 -3.0900E-03  0.0000E+00 -4.0229E-03
       28101  4.4544E-03 -2.2700E-03  0.0000E+00 -4.0855E-03
       28103  8.9088E-03 -4.5400E-03  0.0000E+00 -4.0229E-03
       28105  4.0448E-03 -2.9390E-03  0.0000E+00 -4.0855E-03
       28107  8.0896E-03 -5.8780E-03  0.0000E+00 -4.0230E-03
       28109  3.5355E-03 -3.5360E-03  0.0000E+00 -4.0855E-03
       28111  7.0710E-03 -7.0710E-03  0.0000E+00 -4.0230E-03
       28113  2.9388E-03 -4.0450E-03  0.0000E+00 -4.0855E-03
       28115  5.8777E-03 -8.0900E-03  0.0000E+00 -4.0229E-03
       28117  2.2698E-03 -4.4540E-03  0.0000E+00 -4.0856E-03
       28119  4.5395E-03 -8.9090E-03  0.0000E+00 -4.0228E-03
       28121  1.5448E-03 -4.7540E-03  0.0000E+00 -4.0856E-03
       28123  3.0896E-03 -9.5080E-03  0.0000E+00 -4.0228E-03
       28125  7.8200E-04 -4.9370E-03  0.0000E+00 -4.0856E-03
       28127  1.5639E-03 -9.8740E-03  0.0000E+00 -4.0228E-03
       28129  9.6640E-13 -5.0000E-03  0.0000E+00 -4.0856E-03
       28131  1.9330E-12 -1.0000E-02  0.0000E+00 -4.0227E-03
       28133 -7.8200E-04 -4.9370E-03  0.0000E+00 -4.0856E-03
       28135 -1.5640E-03 -9.8740E-03  0.0000E+00 -4.0228E-03
       28137 -1.5450E-03 -4.7540E-03  0.0000E+00 -4.0856E-03
